lng,lat,maydoni,xonalar_soni,kv_qavat,qavatlar_soni,tuman,manzil,narxi
69.2810486,41.3714709,50.0,2,2,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 8-й квартал",43000
69.2773236,41.3653679,62.0,2,4,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",44000
69.329196,41.3373845,105.0,3,3,6,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Зиёлилар",126000
69.2773236,41.3653679,62.0,2,7,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",44000
69.329196,41.3373845,86.0,3,5,6,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Зиёлилар",103000
69.307123,41.3709551,60.0,2,3,5,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 14-й квартал",44000
69.1789807,41.2867929,109.0,4,5,9,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар-23",55000
69.2773236,41.3245206,78.0,3,4,4,Yunusobod,"город Ташкент, Yunusobod район, Киёт",55000
69.1804708,41.2978921,90.0,3,5,9,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",85000
69.3200203,41.3196379,75.0,3,8,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Бешогайнилар",56000
69.2773236,41.3245206,140.0,5,5,9,Yunusobod,"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",102000
69.275878,41.296644,96.0,4,7,9,Mirobod,"город Ташкент, Mirobod район, Фидокор (Чехова) ",86000
69.2281531,41.210633,106.0,4,6,9,Sergeli,"город Ташкент, Sergeli район, 1-й проезд 3-й улицы Обод",41000
69.3438785,41.3129727,110.0,4,7,16,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, 1-й проезд Авайхон",82500
69.2502778,41.2847222,30.0,1,2,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, ул Шота Руставели Аския бозор",21000
69.2601886,41.3267124,70.0,3,1,4,Shayhontohur,"город Ташкент, Shayhontohur район, Лабзак",56000
69.2281531,41.210633,80.0,3,2,5,Sergeli,"город Ташкент, Sergeli район, Сергели-I Yangihayot район",45000
69.3548004,41.3606566,50.0,2,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ялангач",30000
69.3473509,41.3292204,80.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",39000
69.182706,41.2953086,80.0,4,3,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",52500
69.3473509,41.3292204,90.0,3,2,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",51000
69.204872,41.3004131,105.0,5,7,9,Chilonzor,"город Ташкент, Chilonzor район, жилой комплекс Oq-Tepa sohil bo'yi",78500
69.2803036,41.3298867,100.0,4,3,5,Yunusobod,"город Ташкент, Yunusobod район, Минор",85000
69.275364,41.295316,100.0,4,9,9,Mirobod,"город Ташкент, Mirobod район, Госпитальный",70000
69.1852899,41.3630364,94.0,4,5,5,Shayhontohur,"город Ташкент, Shayhontohur район, Toshmi",65000
69.1804708,41.2978921,72.0,2,5,12,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",40000
69.2415634,41.2673079,48.0,2,5,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Кушбеги",23000
69.20291280000001,41.2985011,73.0,3,4,9,Chilonzor,"город Ташкент, Chilonzor район, 1-й проезд Лутфи",75000
69.2102725,41.3275402,75.0,3,10,12,Shayhontohur,"город Ташкент, Shayhontohur район, тупик Туркипак",50000
69.2730715,41.2983828,96.0,4,7,9,Mirobod,"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",96000
69.3473509,41.3292204,59.0,2,4,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Олимлар (Морозова) ",38500
69.2475235,41.3333453,33.0,1,3,4,Olmzor,"город Ташкент, Olmzor район, Себзар",33500
69.2638823,41.3051824,60.0,2,2,9,Mirobod,"город Ташкент, Mirobod район, Афросиаб (пр-т Косманавтов) ",60000
69.329196,41.3373845,70.0,2,3,6,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Зиёлилар",85000
69.2771853,41.374408,62.0,2,2,5,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",49000
69.2982672,41.3242397,214.0,4,2,8,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Кары-Ниязи",380000
69.3570255,41.3423004,60.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Шуртепа",32000
69.2771853,41.374408,83.0,2,3,5,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",50000
69.2771853,41.374408,77.0,2,4,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",52000
69.2873919,41.3507755,68.0,2,6,9,Yunusobod,"город Ташкент, Yunusobod район, Шахристанская",56000
69.3875774,41.3427418,60.0,2,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Хумаюн",30500
69.2922234,41.3104865,66.0,3,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули",56000
69.2773236,41.3653679,58.0,2,1,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",56000
69.3473509,41.3292204,70.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ойдин",46500
69.2771853,41.374408,58.0,2,1,5,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",58000
69.3230626,41.3215876,62.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",35000
69.2773236,41.3653679,60.0,2,7,8,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",59500
69.2844444,41.3188889,74.0,2,3,4,Yunusobod,"город Ташкент, Yunusobod район, Олой Бозори",63000
69.2773236,41.3197131,78.0,3,4,4,Yunusobod,"город Ташкент, Yunusobod район, Кашгар",56000
69.2102725,41.3275402,28.0,1,2,2,Shayhontohur,"город Ташкент, Shayhontohur район, Актепа",21000
69.2773236,41.3197131,44.0,1,2,5,Yunusobod,"город Ташкент, Yunusobod район, Ц4",59999
69.3099734,41.273215,93.0,3,4,7,Yashnobod,"город Ташкент, Yashnobod район, Рисовый базар",46500
69.1789807,41.2867929,70.0,3,4,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",55000
69.275364,41.295316,112.0,4,11,12,Mirobod,"город Ташкент, Mirobod район, Госпитальный",85500
69.1909015,41.2962523,70.0,3,4,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",31800
69.2094809,41.3597078,70.0,3,5,5,Olmzor,"город Ташкент, Olmzor район, Каракамыш-2/3",34600
69.2730715,41.2983828,100.0,4,8,9,Mirobod,"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",160000
69.2207029,41.220067,100.0,4,1,9,Sergeli,"город Ташкент, Sergeli район, Сергели 8",76000
69.2094809,41.3597078,56.0,2,4,4,Olmzor,"город Ташкент, Olmzor район, Каракамыш-2/3",32500
69.1638237,41.2606228,60.0,2,4,4,Uchtepa,"город Ташкент, Uchtepa район, Алгоритм",29900
69.2996732,41.3587493,70.0,3,3,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 2-й квартал",64000
69.300233,41.285135,112.0,3,4,5,Mirobod,"город Ташкент, Mirobod район, Сайхун",80000
69.2892434,41.3171406,100.0,5,5,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, ц-2 Олой (Ц-2) ",80000
69.2785087,41.2991561,235.0,5,6,8,Mirobod,"город Ташкент, Mirobod район, Тараса Шевченко",395000
69.2320856,41.3273237,58.0,2,2,4,Yashnobod,"город Ташкент, Yashnobod район, гузал махалля",37000
69.1968618,41.2829494,52.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",32000
69.3228615,41.3146381,62.0,2,9,9,Yashnobod,"город Ташкент, Yashnobod район, ПАРКЕНТСКИЙ",34000
69.363559,41.354643,16.0,1,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Mirzo Ulugbek район массив Феруза-2",18000
69.3439999,41.3015152,67.0,3,4,4,Yashnobod,"город Ташкент, Yashnobod район, Корасу 5",39000
69.2730715,41.2983828,300.0,5,3,8,Mirobod,"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",425000
69.2281531,41.3645355,92.0,4,3,5,Olmzor,"город Ташкент, Olmzor район, 1-й проезд Алока",63000
69.3235123,41.286283,67.0,3,4,4,Yashnobod,"город Ташкент, Yashnobod район, Карасу 5",39000
69.3434849,41.2896055,67.0,3,4,4,Yashnobod,"город Ташкент, Yashnobod район, 1-й проезд Авиасозлар",39000
69.3473509,41.3292204,16.0,1,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, хирот 2 тор",18000
69.2552731,41.2955315,45.0,1,3,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, Ресторан Джуманджи",40000
69.3491897,41.2853546,30.0,2,7,9,Yashnobod,"город Ташкент, Yashnobod район, Кадышева",20900
69.2769129,41.2910722,180.0,4,6,8,Mirobod,"город Ташкент, Mirobod район, Нукус",235000
69.2460335,41.2765672,60.0,2,4,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Нукус",50000
69.2552666,41.2818558,142.0,6,1,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Бабура",135000
69.2769129,41.2910722,85.0,3,3,9,Mirobod,"город Ташкент, Mirobod район, Нукус",86000
69.293391,41.314662,65.0,2,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",67000
69.1789807,41.2867929,80.0,4,1,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",55000
69.2922234,41.3104865,50.0,2,2,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули",35000
69.2475235,41.3333453,55.0,2,2,5,Olmzor,"город Ташкент, Olmzor район, Себзар",41000
69.2527386,41.3289182,70.0,3,2,9,Shayhontohur,"город Ташкент, Shayhontohur район, Джангох",52000
69.4292923,41.4153867,104.0,4,6,9,Yunusobod,"город Ташкент, Yunusobod район, Чинабад",74000
69.2922234,41.3104865,70.0,3,7,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули",55000
69.2512486,41.2697288,44.0,1,2,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Башлык",27000
69.3252798,41.333139,30.0,1,1,2,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, 1-й проезд Сайрам",19500
69.2060118,41.3408342,150.0,4,5,6,Olmzor,"город Ташкент, Olmzor район, Бируни-1",95000
69.3688617,41.3351702,60.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Турон",31992
69.303611,41.322142,70.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Аккурган",45500
69.3473509,41.3292204,50.0,2,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 2-й квартал",32000
69.3230626,41.3215876,64.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",35000
69.3585936,41.3550649,70.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза-3",41000
69.2922234,41.3104865,85.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",83000
69.3689542,41.3326551,75.0,3,2,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",45500
69.3186235,41.3183996,70.0,3,6,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Улица паркентская д. 1",56000
69.2087824,41.3668928,83.0,4,5,5,Olmzor,"город Ташкент, Olmzor район, Каракамыш-2/4",38000
69.223683,41.2855934,30.0,1,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар  3 квартал",25500
69.1804708,41.2978921,57.95,2,11,12,Uchtepa,"город Ташкент, Uchtepa район, 5-й проезд Гулистон",29000
69.2601933,41.2911414,50.0,2,2,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, Шота Руставели",47000
69.3046892,41.3200105,75.0,3,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Мирзакалон Исмоилий",67000
69.3473509,41.3292204,70.0,3,5,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Мирзакалона Исмаили",65000
69.3548004,41.3606566,45.0,2,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ялангач",31000
69.2087824,41.2948119,56.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чилонзар 9ГА",33000
69.2759999,41.3231488,95.0,4,3,9,Yunusobod,"город Ташкент, Yunusobod район, Кадирдон",62000
69.303611,41.322142,70.0,3,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Аккурган",73000
69.2254764,41.2638329,45.0,2,1,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, Конституция",50000
69.303727,41.3209122,75.0,3,4,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, проспект Мустакиллик",99000
69.3447348,41.3445193,65.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",33000
69.2512486,41.2697288,105.0,5,9,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Башлык",52900
69.2665263,41.2834892,72.0,3,8,9,Shayhontohur,"город Ташкент, Shayhontohur район, Бешагач",55000
69.2747161,41.3615759,71.0,3,1,5,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 5-й квартал",65000
69.301793,41.3279327,75.0,2,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, 1-й проезд Оккургон",68000
69.1789807,41.2867929,80.0,4,1,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",60000
69.1789807,41.2867929,79.0,4,5,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",42000
69.2117625,41.2857552,48.0,2,2,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-6",35500
69.223963,41.2914153,60.0,2,3,5,Chilonzor,"город Ташкент, Chilonzor район, Хамза",39800
69.1804708,41.259418,60.0,2,5,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",38500
69.2117625,41.2857552,60.0,2,3,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-6",39000
69.2094809,41.3597078,55.0,2,2,4,Olmzor,"город Ташкент, Olmzor район, Каракамыш-2/3",34500
69.2419628,41.3424629,40.0,1,6,9,Olmzor,"город Ташкент, Olmzor район, 1-й проезд Карасарай",28000
69.2773236,41.3245206,42.0,1,2,4,Yunusobod,"город Ташкент, Yunusobod район, Киёт",44000
69.3548004,41.3606566,50.0,2,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ялангач",30000
69.240584,41.2865169,110.0,3,9,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Урикзор",78000
69.240584,41.2865169,72.0,2,8,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Урикзор",51500
69.2454228,41.2876117,47.0,1,7,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Ракат",34000
69.2232092,41.3239567,72.0,3,9,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Элобод",43500
69.223683,41.2807837,30.0,1,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-2",24000
69.2552666,41.2818558,118.0,4,3,12,Yakkasaroy,"город Ташкент, Yakkasaroy район, Бабура",108417
69.2810486,41.3714709,100.0,4,2,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 8-й квартал",85000
69.1909015,41.2770171,35.0,1,3,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар  11 квартал",26800
69.275878,41.296644,75.0,3,8,9,Mirobod,"город Ташкент, Mirobod район, Фидокор (Чехова) ",75000
69.1916465,41.2729489,65.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-18",38500
69.1909015,41.2770171,50.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-11",31500
69.2117625,41.2857552,58.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-6",36500
69.200587,41.274633,50.0,2,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-16",35500
69.1804708,41.259418,60.0,2,5,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",37500
69.200587,41.274633,36.0,1,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-16",26500
69.1804708,41.259418,42.0,1,1,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",28500
69.1804708,41.259418,42.0,1,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",26500
69.1788116,41.3351574,96.0,4,2,9,Shayhontohur,"город Ташкент, Shayhontohur район, 1-й проезд Джарарык",72000
69.2623015,41.3394051,82.0,4,1,4,Yunusobod,"город Ташкент, Yunusobod район, 1-й проезд Кургон",80000
69.2094809,41.3597078,43.0,1,2,4,Olmzor,"город Ташкент, Olmzor район, Каракамыш-2/3",25000
69.2094809,41.3597078,56.0,2,4,5,Olmzor,"город Ташкент, Olmzor район, Каракамыш-2/3",29600
69.2094809,41.3597078,64.0,2,5,9,Olmzor,"город Ташкент, Olmzor район, Каракамыш-2/3",32000
69.2724037,41.2868928,65.0,2,7,9,Mirobod,"город Ташкент, Mirobod район, Авиа кассы, Нукусская. Метро Ташкент",48000
69.2281531,41.3645355,84.0,4,5,5,Olmzor,"город Ташкент, Olmzor район, Бешкурган-4 (Тансикбаев) ",47000
69.2552666,41.2818558,140.0,4,2,12,Yakkasaroy,"город Ташкент, Yakkasaroy район, Бабура",128631
69.1838618,41.3116519,45.0,3,4,9,Yunusobod,"город Ташкент, Yunusobod район, 1-й проезд Октепа",27500
69.2072923,41.262065,48.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Домбрабад",36500
69.3234929,41.31512,53.06,2,3,7,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Паркентская (Генерала Петрова) ",53000
69.1789807,41.2771751,50.0,2,2,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",34000
69.3235123,41.286283,63.0,3,5,5,Yashnobod,"город Ташкент, Yashnobod район, 1-й Муйнакский проезд",45000
69.3675816,41.3576548,110.0,5,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза",85000
69.2759999,41.3231488,67.0,3,4,4,Yunusobod,"город Ташкент, Yunusobod район, Мурувват",40000
69.2654037,41.3391066,91.0,4,5,5,Olmzor,"город Ташкент, Olmzor район, Тахтапуль",55000
69.1670599,41.2797359,53.0,2,5,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",32000
69.1961168,41.271386,34.0,1,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",27000
69.1804708,41.259418,68.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал 20А",56500
69.1804708,41.2978921,46.0,1,3,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",26800
69.1804708,41.259418,68.0,3,3,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал Е",53000
69.3443969,41.2889821,62.5,3,1,4,Yashnobod,"город Ташкент, Yashnobod район, Авиасозлар 3",46500
69.3252798,41.333139,30.0,1,1,2,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, 1-й проезд Сайрам",18500
69.3585936,41.3550649,43.0,2,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза-1",29800
69.1760005,41.2814223,63.0,2,2,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",42000
69.2415634,41.2673079,92.5,4,2,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Кушбеги",70000
69.1968618,41.2829494,51.0,2,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",34500
69.1961168,41.271386,65.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",46500
69.2730715,41.2983828,110.0,3,7,9,Mirobod,"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",127000
69.2400734,41.2994958,84.0,2,3,9,Sergeli,"город Ташкент, Sergeli район, населённый пункт Закиров",33500
69.1909015,41.2770171,68.0,3,4,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",42000
69.200587,41.274633,45.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",34500
69.2460335,41.2765672,120.0,4,1,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, Нукус",135000
69.2117625,41.2304214,82.0,3,3,7,Sergeli,"город Ташкент, Sergeli район, Сергели 6а",55000
69.182706,41.2953086,96.0,3,2,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",74000
69.2102725,41.3275402,41.0,1,5,9,Shayhontohur,"город Ташкент, Shayhontohur район, Актепа",31500
69.3228615,41.3146381,203.0,7,8,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Паркент",98979
69.2552666,41.2818558,64.0,1,4,12,Yakkasaroy,"город Ташкент, Yakkasaroy район, Бабура",58803
69.1789807,41.2771751,80.0,4,5,6,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",56500
69.1849411,41.2710841,46.0,2,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",33500
69.3019081,41.3825869,82.0,4,1,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад-16",65000
69.3046892,41.3200105,113.6,3,2,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Мирзакалон Исмоилий",115000
69.2505036,41.3242925,75.0,3,7,9,Shayhontohur,"город Ташкент, Shayhontohur район, Хадра",57000
69.2773236,41.3245206,42.0,1,3,4,Yunusobod,"город Ташкент, Yunusobod район, Киёт",47000
69.2601886,41.3267124,60.0,2,3,4,Shayhontohur,"город Ташкент, Shayhontohur район, Лабзак",53000
69.2475235,41.3333453,61.0,2,4,5,Olmzor,"город Ташкент, Olmzor район, Себзар",39000
69.2803036,41.3298867,60.0,2,3,4,Yunusobod,"город Ташкент, Yunusobod район, Минор",73000
69.2102725,41.3275402,75.0,3,1,9,Shayhontohur,"город Ташкент, Shayhontohur район, Саидакбара Косимова",78000
69.275878,41.296644,70.0,3,2,4,Mirobod,"город Ташкент, Mirobod район, Фидокор (Чехова) ",65000
69.2312263,41.3162377,96.0,4,9,12,Shayhontohur,"город Ташкент, Shayhontohur район, Самарканд Дарвоза",62000
69.3160626,41.3750315,90.0,4,7,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад-19",53000
69.3845977,41.3542045,55.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, ТТЗ-2",31500
69.1804708,41.259418,58.0,2,4,5,Chilonzor,"город Ташкент, Chilonzor район, 1-й проезд Токзор",30000
69.1968618,41.2901628,62.0,3,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",40500
69.200587,41.274633,47.0,2,4,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",37000
69.1849411,41.2710841,45.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар  19 квартал",33500
69.2288981,41.2847707,28.0,1,4,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",23999
69.2601886,41.3267124,65.0,3,3,4,Shayhontohur,"город Ташкент, Shayhontohur район, Лабзак",54000
69.2232092,41.3239567,70.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Элобод",52000
69.1804708,41.259418,56.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чопан ота",35000
69.1670599,41.2797359,75.0,3,1,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",52000
69.2898134,41.3052221,110.0,3,5,5,Yashnobod,"город Ташкент, Yashnobod район, Садыка Азимова (Жуковского) ",95000
69.2937133,41.2758912,85.0,3,2,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, Мирабад",110000
69.3228615,41.3146381,246.0,5,8,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Паркент",119991
69.2785087,41.2991561,110.0,3,2,8,Mirobod,"город Ташкент, Mirobod район, Тараса Шевченко",169000
69.1829207,41.3234238,96.0,4,1,4,Uchtepa,"город Ташкент, Uchtepa район, 1-й проезд Кувнок",75000
69.3473509,41.3292204,50.0,2,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 2-й квартал",31000
69.2209268,41.3274311,70.0,3,1,9,Shayhontohur,"город Ташкент, Shayhontohur район, Богкуча",50000
69.3644846,41.3318205,60.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 2-й квартал",44000
69.3726789,41.3375577,87.05,3,5,11,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",62338
69.3235746,41.3133669,121.0,3,5,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Паркент",75475
69.3038473,41.3742504,99.0,2,1,9,Yunusobod,"город Ташкент, Yunusobod район, Шарафабад",115000
69.3491897,41.2853546,40.0,1,8,9,Yashnobod,"город Ташкент, Yashnobod район, Лисунова-1 кадышева",20500
69.1819609,41.2657122,50.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",37000
69.1819609,41.2657122,50.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",31000
69.2415634,41.2673079,80.0,3,4,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, Кушбеги",56000
69.275364,41.295316,68.0,2,5,5,Mirobod,"город Ташкент, Mirobod район, Госпитальный",44500
69.2803036,41.3298867,83.0,4,4,4,Yunusobod,"город Ташкент, Yunusobod район, Минор",75000
69.1804708,41.2978921,80.0,3,9,12,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",42000
69.1576663,41.2821153,100.0,4,9,9,Uchtepa,"город Ташкент, Uchtepa район, Изза",50000
69.1576663,41.2821153,90.0,3,1,9,Uchtepa,"город Ташкент, Uchtepa район, Изза",75000
69.1961168,41.271386,92.0,4,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",61000
69.1819609,41.2657122,72.0,3,7,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",44500
69.1959189,41.2573956,110.0,3,4,9,Chilonzor,"город Ташкент, Chilonzor район, Алмазар",71000
69.1804708,41.2978921,82.0,4,4,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",50000
69.1839655,41.2902787,84.0,4,5,5,Uchtepa,"город Ташкент, Uchtepa район, Кухна-Чупонота массив Чиланзар 13-й квартал",47500
69.1968618,41.2901628,125.0,4,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",78000
69.2058023,41.2894422,80.0,4,1,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",90000
